data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2021.12_13-10-2022,Республика Мордовия,18+,2669,945,182,118
2021.12_13-10-2022,Республика Мордовия,18-59,1727,379,48,23
2021.12_13-10-2022,Республика Мордовия,60+,942,566,134,95
2021.12_13-10-2022,Республика Саха (Якутия),18+,4483,1553,416,94
2021.12_13-10-2022,Республика Саха (Якутия),18-59,3167,688,106,10
2021.12_13-10-2022,Республика Саха (Якутия),60+,1316,865,310,84
2021.12_13-10-2022,Республика Северная Осетия - Алания,18+,3335,824,189,202
2021.12_13-10-2022,Республика Северная Осетия - Алания,18-59,2112,304,35,27
2021.12_13-10-2022,Республика Северная Осетия - Алания,60+,1223,520,154,175
2021.12_13-10-2022,Республика Татарстан,18+,3395,1846,377,267
2021.12_13-10-2022,Республика Татарстан,18-59,1896,728,56,29
2021.12_13-10-2022,Республика Татарстан,60+,1499,1118,321,238
2021.12_13-10-2022,Республика Тыва,18+,686,303,95,13
2021.12_13-10-2022,Республика Тыва,18-59,552,204,46,2
2021.12_13-10-2022,Республика Тыва,60+,134,99,49,11
2021.12_13-10-2022,Республика Хакасия,18+,4558,1477,334,193
2021.12_13-10-2022,Республика Хакасия,18-59,2940,549,54,14
2021.12_13-10-2022,Республика Хакасия,60+,1618,928,280,179
2021.12_13-10-2022,Ростовская область,18+,21671,6126,2120,1009
2021.12_13-10-2022,Ростовская область,18-59,13574,2039,528,100
2021.12_13-10-2022,Ростовская область,60+,8097,4087,1592,909
2021.12_13-10-2022,Рязанская область,18+,5147,1212,354,243
2021.12_13-10-2022,Рязанская область,18-59,3193,391,73,34
2021.12_13-10-2022,Рязанская область,60+,1954,821,281,209
2021.12_13-10-2022,Самарская область,18+,12263,4152,975,641
2021.12_13-10-2022,Самарская область,18-59,7608,1474,194,87
2021.12_13-10-2022,Самарская область,60+,4655,2678,781,554
2021.12_13-10-2022,Саратовская область,18+,9325,2745,1054,538
2021.12_13-10-2022,Саратовская область,18-59,5794,964,269,65
2021.12_13-10-2022,Саратовская область,60+,3531,1781,785,473
2021.12_13-10-2022,Сахалинская область,18+,3713,1270,292,164
2021.12_13-10-2022,Сахалинская область,18-59,2472,451,48,16
2021.12_13-10-2022,Сахалинская область,60+,1241,819,244,148
2021.12_13-10-2022,Свердловская область,18+,23930,6553,1020,1078
2021.12_13-10-2022,Свердловская область,18-59,14884,2115,180,136
2021.12_13-10-2022,Свердловская область,60+,9046,4438,840,942
2021.12_13-10-2022,Смоленская область,18+,7054,1675,370,310
2021.12_13-10-2022,Смоленская область,18-59,4532,542,63,32
2021.12_13-10-2022,Смоленская область,60+,2522,1133,307,278
2021.12_13-10-2022,Ставропольский край,18+,15854,4611,936,604
2021.12_13-10-2022,Ставропольский край,18-59,9755,1633,185,72
2021.12_13-10-2022,Ставропольский край,60+,6099,2978,751,532
2021.12_13-10-2022,Тамбовская область,18+,8665,1877,342,302
2021.12_13-10-2022,Тамбовская область,18-59,5436,610,64,35
2021.12_13-10-2022,Тамбовская область,60+,3229,1267,278,267
2021.12_13-10-2022,Тверская область,18+,12117,3136,587,488
2021.12_13-10-2022,Тверская область,18-59,7867,1040,123,74
2021.12_13-10-2022,Тверская область,60+,4250,2096,464,414
2021.12_13-10-2022,Томская область,18+,9098,2594,525,370
2021.12_13-10-2022,Томская область,18-59,5964,969,102,43
2021.12_13-10-2022,Томская область,60+,3134,1625,423,327
2021.12_13-10-2022,Тульская область,18+,14655,3011,991,722
2021.12_13-10-2022,Тульская область,18-59,9311,860,159,63
2021.12_13-10-2022,Тульская область,60+,5344,2151,832,659
2021.12_13-10-2022,Тюменская область,18+,10430,3307,668,286
2021.12_13-10-2022,Тюменская область,18-59,7133,1213,133,28
2021.12_13-10-2022,Тюменская область,60+,3297,2094,535,258
2021.12_13-10-2022,Удмуртская Республика,18+,3383,1053,232,110
2021.12_13-10-2022,Удмуртская Республика,18-59,2130,353,34,5
2021.12_13-10-2022,Удмуртская Республика,60+,1253,700,198,105
2021.12_13-10-2022,Ульяновская область,18+,5761,1540,247,262
2021.12_13-10-2022,Ульяновская область,18-59,3442,482,46,31
2021.12_13-10-2022,Ульяновская область,60+,2319,1058,201,231
2021.12_13-10-2022,Хабаровский край,18+,18574,4392,668,585
2021.12_13-10-2022,Хабаровский край,18-59,12457,1420,117,67
2021.12_13-10-2022,Хабаровский край,60+,6117,2972,551,518
2021.12_13-10-2022,Ханты-Мансийский автономный округ - Югра,18+,7963,1999,334,187
2021.12_13-10-2022,Ханты-Мансийский автономный округ - Югра,18-59,5804,852,79,32
2021.12_13-10-2022,Ханты-Мансийский автономный округ - Югра,60+,2159,1147,255,155
2021.12_13-10-2022,Челябинская область,18+,7674,2923,566,453
2021.12_13-10-2022,Челябинская область,18-59,4557,936,87,43
2021.12_13-10-2022,Челябинская область,60+,3117,1987,479,410
2021.12_13-10-2022,Чеченская Республика,18+,1647,565,200,105
2021.12_13-10-2022,Чеченская Республика,18-59,1122,283,64,16
2021.12_13-10-2022,Чеченская Республика,60+,525,282,136,89
2021.12_13-10-2022,Чувашская Республика,18+,2406,1107,275,115
2021.12_13-10-2022,Чувашская Республика,18-59,1409,382,54,16
2021.12_13-10-2022,Чувашская Республика,60+,997,725,221,99
2021.12_13-10-2022,Чукотский автономный округ,18+,91,25,1,0
2021.12_13-10-2022,Чукотский автономный округ,18-59,82,20,1,0
2021.12_13-10-2022,Чукотский автономный округ,60+,9,5,0,0
2021.12_13-10-2022,Ямало-Ненецкий автономный округ,18+,2311,584,113,36
2021.12_13-10-2022,Ямало-Ненецкий автономный округ,18-59,1947,356,50,7
2021.12_13-10-2022,Ямало-Ненецкий автономный округ,60+,364,228,63,29
2021.12_13-10-2022,Ярославская область,18+,8095,2072,621,388
2021.12_13-10-2022,Ярославская область,18-59,5102,614,107,36
2021.12_13-10-2022,Ярославская область,60+,2993,1458,514,352
2021.12_13-10-2022,г. Москва,18+,69688,7911,6094,3533
2021.12_13-10-2022,г. Москва,18-59,46317,2197,1397,346
2021.12_13-10-2022,г. Москва,60+,23371,5714,4697,3187
2021.12_13-10-2022,г. Санкт-Петербург,18+,57231,12176,3353,2276
2021.12_13-10-2022,г. Санкт-Петербург,18-59,39634,4667,648,260
2021.12_13-10-2022,г. Санкт-Петербург,60+,17597,7509,2705,2016
2021.12_13-10-2022,г. Севастополь,18+,2901,817,152,120
2021.12_13-10-2022,г. Севастополь,18-59,1925,341,31,17
2021.12_13-10-2022,г. Севастополь,60+,976,476,121,103
2022.01_13-10-2022,Алтайский край,18+,29620,3903,1090,516
2022.01_13-10-2022,Алтайский край,18-59,22628,1510,231,67
2022.01_13-10-2022,Алтайский край,60+,6992,2393,859,449
2022.01_13-10-2022,Амурская область,18+,4685,1119,307,146
2022.01_13-10-2022,Амурская область,18-59,3433,475,65,13
2022.01_13-10-2022,Амурская область,60+,1252,644,242,133
2022.01_13-10-2022,Архангельская область,18+,24019,2491,458,309
2022.01_13-10-2022,Архангельская область,18-59,18430,944,77,21
2022.01_13-10-2022,Архангельская область,60+,5589,1547,381,288
2022.01_13-10-2022,Астраханская область,18+,24696,2314,429,205
2022.01_13-10-2022,Астраханская область,18-59,18521,1071,103,24
2022.01_13-10-2022,Астраханская область,60+,6175,1243,326,181
2022.01_13-10-2022,Белгородская область,18+,11773,1147,231,175
2022.01_13-10-2022,Белгородская область,18-59,8636,429,53,22
2022.01_13-10-2022,Белгородская область,60+,3137,718,178,153
2022.01_13-10-2022,Брянская область,18+,13128,1603,296,241
2022.01_13-10-2022,Брянская область,18-59,9680,522,57,30
2022.01_13-10-2022,Брянская область,60+,3448,1081,239,211
2022.01_13-10-2022,Владимирская область,18+,29005,2323,543,310
2022.01_13-10-2022,Владимирская область,18-59,21511,741,85,20
2022.01_13-10-2022,Владимирская область,60+,7494,1582,458,290
2022.01_13-10-2022,Волгоградская область,18+,34297,3566,862,330
2022.01_13-10-2022,Волгоградская область,18-59,26898,1502,193,42
2022.01_13-10-2022,Волгоградская область,60+,7399,2064,669,288
2022.01_13-10-2022,Вологодская область,18+,19105,1825,427,231
2022.01_13-10-2022,Вологодская область,18-59,14872,721,84,29
2022.01_13-10-2022,Вологодская область,60+,4233,1104,343,202
2022.01_13-10-2022,Воронежская область,18+,34000,3121,514,329
2022.01_13-10-2022,Воронежская область,18-59,25866,1205,121,45
2022.01_13-10-2022,Воронежская область,60+,8134,1916,393,284
2022.01_13-10-2022,Еврейская автономная область,18+,615,224,41,48
2022.01_13-10-2022,Еврейская автономная область,18-59,364,67,5,4
2022.01_13-10-2022,Еврейская автономная область,60+,251,157,36,44
2022.01_13-10-2022,Забайкальский край,18+,6652,1534,240,122
2022.01_13-10-2022,Забайкальский край,18-59,5181,814,57,15
2022.01_13-10-2022,Забайкальский край,60+,1471,720,183,107
2022.01_13-10-2022,Ивановская область,18+,21727,1645,284,267
2022.01_13-10-2022,Ивановская область,18-59,15361,487,51,34
2022.01_13-10-2022,Ивановская область,60+,6366,1158,233,233
2022.01_13-10-2022,Иркутская область,18+,37551,5013,774,502
2022.01_13-10-2022,Иркутская область,18-59,29669,2070,183,64
2022.01_13-10-2022,Иркутская область,60+,7882,2943,591,438
2022.01_13-10-2022,Кабардино-Балкарская Республика,18+,10825,1206,483,99
2022.01_13-10-2022,Кабардино-Балкарская Республика,18-59,7817,494,138,11
2022.01_13-10-2022,Кабардино-Балкарская Республика,60+,3008,712,345,88
2022.01_13-10-2022,Калининградская область,18+,27800,2953,392,253
2022.01_13-10-2022,Калининградская область,18-59,21903,1221,59,17
2022.01_13-10-2022,Калининградская область,60+,5897,1732,333,236
2022.01_13-10-2022,Калужская область,18+,15290,1661,324,236
2022.01_13-10-2022,Калужская область,18-59,11260,558,54,26
2022.01_13-10-2022,Калужская область,60+,4030,1103,270,210
2022.01_13-10-2022,Камчатский край,18+,4353,429,68,40
2022.01_13-10-2022,Камчатский край,18-59,3483,202,24,10
